期別,開獎日期,兌獎截止日,第一區_開出順序,第一區_大小順序,第二區,第1球,第2球,第3球,第4球,第5球,第6球,銷售總金額,總獎金,頭獎中獎人數,頭獎單注獎金,貳獎中獎人數,貳獎單注獎金
115000001,2026-01-02,2026-04-07,16 40 19 42 03 07,03 07 16 19 40 42,12,3,7,16,19,40,42,103669900,79764040,0,0,1,3358430
115000002,2026-01-06,2026-04-07,33 45 23 02 39 38,02 23 33 38 39 45,06,2,23,33,38,39,45,103515950,100336832,0,0,1,1754475
115000003,2026-01-09,2026-04-13,45 01 34 07 14 13,01 07 13 14 34 45,08,1,7,13,14,34,45,102376600,121832180,0,0,3,577492
115000004,2026-01-13,2026-04-13,19 10 02 39 49 18,02 10 18 19 39 49,24,2,10,18,19,39,49,109427400,147636494,1,110673384,0,0
115000005,2026-01-16,2026-04-20,10 25 22 36 09 21,09 10 21 22 25 36,20,9,10,21,22,25,36,102371900,59255770,0,0,2,1695193
115000006,2026-01-20,2026-04-20,26 02 44 41 07 45,02 07 26 41 44 45,46,2,7,26,41,44,45,104199050,76806276,0,0,0,0
115000007,2026-01-23,2026-04-27,36 32 21 23 43 39,21 23 32 36 39 43,12,21,23,32,36,39,43,102608400,103463320,0,0,2,1906136
115000008,2026-01-27,2026-04-27,24 04 29 25 30 11,04 11 24 25 29 30,08,4,11,24,25,29,30,107889950,126966484,0,0,1,1445494
115000009,2026-01-30,2026-05-04,32 39 13 31 09 27,09 13 27 31 32 39,19,9,13,27,31,32,39,114011050,148629765,0,0,0,0
115000010,2026-02-03,2026-05-04,06 14 33 32 43 39,06 14 32 33 39 43,13,6,14,32,33,39,43,126630300,181612520,1,139407512,0,0
115000011,2026-02-06,2026-05-08,04 12 39 48 24 25,04 12 24 25 39 48,09,4,12,24,25,39,48,119223750,71095245,0,0,2,3146332
115000012,2026-02-10,2026-05-11,06 20 35 21 24 16,06 16 20 21 24 35,13,6,16,20,21,24,35,130073400,97601578,0,0,1,2293882
115000013,2026-02-12,2026-05-12,48 01 15 03 20 08,01 03 08 15 20 48,46,1,3,8,15,20,48,195656750,163266467,0,0,1,3343572
115000014,2026-02-13,2026-05-22,20 35 48 39 09 25,09 20 25 35 39 48,47,9,20,25,35,39,48,207590350,212129738,0,0,0,0
115000015,2026-02-14,2026-05-22,11 01 22 40 36 35,01 11 22 35 36 40,28,1,11,22,35,36,40,201050700,261936220,1,190768055,0,0
115000016,2026-02-15,2026-05-22,11 06 28 03 18 25,03 06 11 18 25 28,35,3,6,11,18,25,28,217549900,129349625,0,0,0,0
115000017,2026-02-16,2026-05-22,11 18 46 27 16 38,11 16 18 27 38 46,43,11,16,18,27,38,46,294867300,218016490,1,109992366,1,16240587
115000018,2026-02-17,2026-05-22,12 24 06 46 26 37,06 12 24 26 37 46,36,6,12,24,26,37,46,331156850,215831939,1,100000000,0,0
115000019,2026-02-18,2026-05-22,36 49 37 16 39 35,16 35 36 37 39 49,45,16,35,36,37,39,49,305908250,176826953,0,0,5,2281427
115000020,2026-02-19,2026-05-22,31 28 41 20 35 29,20 28 29 31 35 41,06,20,28,29,31,35,41,289055300,236160524,0,0,1,5297653
115000021,2026-02-20,2026-05-22,15 18 24 49 13 33,13 15 18 24 33 49,10,13,15,18,24,33,49,300753050,309543205,1,208090985,1,5308557
115000022,2026-02-21,2026-05-22,17 13 41 48 27 12,12 13 17 27 41 48,46,12,13,17,27,41,48,269517450,186579803,1,100000000,0,0
115000023,2026-02-22,2026-05-22,05 22 24 17 07 47,05 07 17 22 24 47,20,5,7,17,22,24,47,234695750,187936824,2,50000000,2,4476426
115000024,2026-02-23,2026-05-25,47 27 06 23 10 48,06 10 23 27 47 48,30,6,10,23,27,47,48,201544150,112864724,0,0,1,3607222
115000025,2026-02-24,2026-05-25,19 28 12 31 22 27,12 19 22 27 28 31,45,12,19,22,27,28,31,199606100,167216011,1,100000000,1,3532465
115000026,2026-02-25,2026-05-25,45 22 49 15 07 38,07 15 22 38 45 49,31,7,15,22,38,45,49,178035850,99700076,0,0,6,552830
115000027,2026-02-26,2026-06-01,22 01 16 24 48 47,01 16 22 24 47 48,07,1,16,22,24,47,48,173189000,138830830,0,0,1,3186926
115000028,2026-02-27,2026-06-01,19 45 14 34 18 47,14 18 19 34 45 47,48,14,18,19,34,45,47,179280200,182446206,0,0,1,3568884
115000029,2026-02-28,2026-06-01,30 37 17 49 39 23,17 23 30 37 39 49,43,17,23,30,37,39,49,163310800,218526189,1,165272372,0,0
115000030,2026-03-01,2026-06-01,07 04 34 40 44 49,04 07 34 40 44 49,37,4,7,34,40,44,49,154024650,89281871,0,0,1,5989740
115000031,2026-03-02,2026-06-02,39 19 33 28 25 27,19 25 27 28 33 39,37,19,25,27,28,33,39,164199000,129314087,0,0,1,2800774
115000032,2026-03-03,2026-06-03,26 35 46 27 05 45,05 26 27 35 45 46,37,5,26,27,35,45,46,217247200,194353927,0,0,1,3995487
115000033,2026-03-06,2026-06-08,23 09 12 11 14 25,09 11 12 14 23 25,42,9,11,12,14,23,25,127211050,194338289,3,48826151,3,617720
115000034,2026-03-10,2026-06-10,47 43 29 11 05 37,05 11 29 37 43 47,10,5,11,29,37,43,47,109041050,136497110,1,100000000,1,1947295
115000035,2026-03-13,2026-06-15,38 47 05 48 12 13,05 12 13 38 47 48,03,5,12,13,38,47,48,105648950,59163412,0,0,3,607195
115000036,2026-03-17,2026-06-17,10 22 40 45 02 06,02 06 10 22 40 45,17,2,6,10,22,40,45,107030900,137413787,1,100000000,1,1785400
115000037,2026-03-20,2026-06-22,15 43 38 33 41 11,11 15 33 38 41 43,21,11,15,33,38,41,43,107753450,60341932,0,0,1,1976697
115000038,2026-03-24,2026-06-24,33 48 41 44 14 42,14 33 41 42 44 48,47,14,33,41,42,44,48,101360200,81698512,0,0,1,2037367
115000039,2026-03-27,2026-06-29,23 29 36 08 26 04,04 08 23 26 29 36,38,4,8,23,26,29,36,96261500,104545411,0,0,2,708995
115000040,2026-03-31,2026-06-30,05 45 40 25 11 47,05 11 25 40 45 47,39,5,11,25,40,45,47,99881950,124461359,0,0,2,868968
115000041,2026-04-03,2026-07-06,48 36 12 25 13 05,05 12 13 25 36 48,08,5,12,13,25,36,48,95430650,143893374,0,0,2,666781
115000042,2026-04-07,2026-07-07,01 26 02 16 18 06,01 02 06 16 18 26,47,1,2,6,16,18,26,94878950,160407840,0,0,0,0
115000043,2026-04-10,2026-07-13,21 40 15 10 04 17,04 10 15 17 21 40,30,4,10,15,17,21,40,106551100,187532185,0,0,1,3228876
115000044,2026-04-14,2026-07-14,43 08 23 21 04 24,04 08 21 23 24 43,13,4,8,21,23,24,43,110479500,209877670,0,0,1,1873034
115000045,2026-04-17,2026-07-20,40 22 45 07 11 10,07 10 11 22 40 45,18,7,10,11,22,40,45,111176850,233897240,0,0,0,0
115000046,2026-04-21,2026-07-21,01 20 17 19 06 40,01 06 17 19 20 40,22,1,6,17,19,20,40,119030400,262352214,1,220705904,2,1944756
115000047,2026-04-24,2026-07-27,14 37 47 39 16 07,07 14 16 37 39 47,34,7,14,16,37,39,47,87060750,48754020,0,0,0,0
115000048,2026-04-28,2026-07-28,25 32 14 10 06 26,06 10 14 25 26 32,07,6,10,14,25,26,32,95226900,74611154,0,0,2,1542680
115000049,2026-05-01,2026-08-03,07 43 27 35 22 48,07 22 27 35 43 48,45,7,22,27,35,43,48,90528550,89618996,0,0,1,1723721
115000050,2026-05-05,2026-08-05,17 37 28 04 23 33,04 17 23 28 33 37,15,4,17,23,28,33,37,88008850,109953370,0,0,0,0
115000051,2026-05-08,2026-08-10,18 43 10 25 28 39,10 18 25 28 39 43,48,10,18,25,28,39,43,95773700,132717788,1,100377592,0,0
115000052,2026-05-12,2026-08-12,36 06 12 19 18 32,06 12 18 19 32 36,34,6,12,18,19,32,36,95315650,56524442,0,0,1,4725316
115000053,2026-05-15,2026-08-17,29 35 43 16 30 42,16 29 30 35 42 43,01,16,29,30,35,42,43,90848050,70777426,0,0,2,884341
115000054,2026-05-19,2026-08-19,22 38 04 26 20 47,04 20 22 26 38 47,27,4,20,22,26,38,47,92262900,93882358,0,0,1,1605722
115000055,2026-05-22,2026-08-24,28 12 13 21 16 48,12 13 16 21 28 48,30,12,13,16,21,28,48,90605200,113210853,0,0,0,0
115000056,2026-05-26,2026-08-26,47 29 37 48 03 27,03 27 29 37 47 48,11,3,27,29,37,47,48,90008550,135082185,0,0,0,0
115000057,2026-05-29,2026-08-31,26 49 29 37 20 31,20 26 29 31 37 49,30,20,26,29,31,37,49,92275850,158566424,0,0,0,0
115000058,2026-06-02,2026-09-02,08 20 16 09 37 49,08 09 16 20 37 49,02,8,9,16,20,37,49,101660600,187675001,0,0,0,0
115000059,2026-06-05,2026-09-07,32 12 44 25 14 30,12 14 25 30 32 44,34,12,14,25,30,32,44,128106700,224988362,0,0,1,9081658
115000060,2026-06-09,2026-09-09,39 18 13 46 40 25,13 18 25 39 40 46,31,13,18,25,39,40,46,143083500,257167347,0,0,3,888869
115000061,2026-06-12,2026-09-14,16 49 20 34 06 01,01 06 16 20 34 49,03,1,6,16,20,34,49,152511000,296087050,0,0,1,2650359
115000062,2026-06-16,2026-09-16,36 02 28 11 09 01,01 02 09 11 28 36,41,1,2,9,11,28,36,165683050,336898701,0,0,1,2408387
115000063,2026-06-19,2026-09-21,29 48 28 04 35 12,04 12 28 29 35 48,38,4,12,28,29,35,48,195405550,383926029,0,0,1,3202271
115000064,2026-06-23,2026-09-23,33 29 39 34 18 12,12 18 29 33 34 39,30,12,18,29,33,34,39,196562100,424971577,0,0,1,3553535
115000065,2026-06-26,2026-09-29,29 11 23 41 24 19,11 19 23 24 29 41,01,11,19,23,24,29,41,169847400,454840561,0,0,3,972052
115000066,2026-06-30,2026-09-30,29 10 36 45 16 04,04 10 16 29 36 45,14,4,10,16,29,36,45,205899950,511818423,0,0,1,3703516
115000067,2026-07-03,2026-10-05,19 23 47 39 16 11,11 16 19 23 39 47,15,11,16,19,23,39,47,205992200,558591364,0,0,3,1260935
115000068,2026-07-07,2026-10-07,13 08 18 15 19 42,08 13 15 18 19 42,37,8,13,15,18,19,42,224127000,616468418,0,0,1,3914411
115000069,2026-07-10,2026-10-12,04 03 29 15 18 49,03 04 15 18 29 49,13,3,4,15,18,29,49,219565350,663295704,0,0,2,1989272
115000070,2026-07-14,2026-10-14,46 36 45 34 25 10,10 25 34 36 45 46,07,10,25,34,36,45,46,235273350,722283068,0,0,3,1398181
115000071,2026-07-17,2026-10-19,14 01 26 12 06 17,01 06 12 14 17 26,24,1,6,12,14,17,26,287714350,804565838,0,0,2,1976833
115000072,2026-07-21,2026-10-21,15 26 02 08 46 35,02 08 15 26 35 46,11,2,8,15,26,35,46,291228300,856410671,0,0,5,939393
115000073,2026-07-24,2026-10-27,34 35 44 27 15 03,03 15 27 34 35 44,40,3,15,27,34,35,44,319113800,931280610,0,0,3,2025515
115000074,2026-07-28,2026-10-28,24 32 19 26 08 43,08 19 24 26 32 43,47,8,19,24,26,32,43,355448000,1028285730,1,910176459,11,583282
115000075,2026-07-31,2026-11-02,44 11 20 33 34 23,11 20 23 33 34 44,10,11,20,23,33,34,44,98428000,55119680,0,0,0,0
115000076,2026-08-04,2026-11-04,04 09 49 15 30 36,04 09 15 30 36 49,40,4,9,15,30,36,49,95383400,76773287,0,0,0,0
115000077,2026-08-07,2026-11-09,02 12 19 25 21 41,02 12 19 21 25 41,31,2,12,19,21,25,41,96224300,99750894,0,0,1,4889779
115000078,2026-08-11,2026-11-11,08 46 24 29 12 16,08 12 16 24 29 46,10,8,12,16,24,29,46,95999700,115446292,0,0,1,1299820
115000079,2026-08-14,2026-11-16,35 25 05 12 34 33,05 12 25 33 34 35,27,5,12,25,33,34,35,93928200,130683982,0,0,1,1492256
115000080,2026-08-18,2026-11-18,43 25 29 27 01 14,01 14 25 27 29 43,02,1,14,25,27,29,43,98669150,152164303,0,0,2,911915
115000081,2026-08-21,2026-11-23,23 24 08 26 14 47,08 14 23 24 26 47,30,8,14,23,24,26,47,91929750,171398556,0,0,3,517869
115000082,2026-08-25,2026-11-25,40 12 26 24 32 35,12 24 26 32 35 40,06,12,24,26,32,35,40,91089000,190527097,0,0,0,0
115000083,2026-08-28,2026-11-30,09 44 36 26 20 23,09 20 23 26 36 44,04,9,20,23,26,36,44,105504350,220326477,0,0,1,3412673
115000084,2026-09-01,2026-12-01,16 19 26 10 29 48,10 16 19 26 29 48,30,10,16,19,26,29,48,100137350,238646366,0,0,2,898323
115000085,2026-09-04,2026-12-07,13 27 03 17 37 18,03 13 17 18 27 37,19,3,13,17,18,27,37,105370050,264242065,0,0,2,813287
115000086,2026-09-08,2026-12-08,28 35 49 47 03 15,03 15 28 35 47 49,27,3,15,28,35,47,49,120913200,293466095,1,253563028,2,1102159
115000087,2026-09-11,2026-12-14,12 15 27 19 43 48,12 15 19 27 43 48,25,12,15,19,27,43,48,94245800,52777648,0,0,1,1612406
