期別,開獎日期,兌獎截止日,第一區_開出順序,第一區_大小順序,第二區,第1球,第2球,第3球,第4球,第5球,第6球,銷售總金額,總獎金,頭獎中獎人數,頭獎單注獎金,貳獎中獎人數,貳獎單注獎金
115000007,2026-01-22,2026-04-22,29 17 11 35 34 30,11 17 29 30 34 35,06,11,17,29,30,34,35,177645600,693942032,0,0,0,0
115000008,2026-01-26,2026-04-27,08 03 32 26 12 38,03 08 12 26 32 38,04,3,8,12,26,32,38,229275700,785564566,0,0,0,0
115000009,2026-01-29,2026-04-29,25 15 05 17 23 10,05 10 15 17 23 25,05,5,10,15,17,23,25,257143500,875971690,0,0,0,0
115000010,2026-02-02,2026-05-04,14 29 01 12 15 27,01 12 14 15 27 29,05,1,12,14,15,27,29,306515600,989511369,0,0,4,13441113
115000011,2026-02-05,2026-05-05,34 37 22 07 28 36,07 22 28 34 36 37,07,7,22,28,34,36,37,392078200,1088594426,0,0,1,14281829
115000012,2026-02-09,2026-05-11,16 13 14 33 37 34,13 14 16 33 34 37,02,13,14,16,33,34,37,537498900,1284128791,0,0,0,0
115000013,2026-02-12,2026-05-12,35 10 06 32 25 22,06 10 22 25 32 35,03,6,10,22,25,32,35,662453200,1540265250,2,677870347,0,0
115000014,2026-02-16,2026-05-22,33 06 36 19 02 38,02 06 19 33 36 38,03,2,6,19,33,36,38,124708000,113978155,0,0,0,0
115000015,2026-02-19,2026-05-22,03 27 12 02 06 23,02 03 06 12 23 27,04,2,3,6,12,23,27,130558100,160573810,0,0,3,18268627
115000016,2026-02-23,2026-05-25,31 10 04 24 35 13,04 10 13 24 31 35,02,4,10,13,24,31,35,120331900,142375671,0,0,0,0
115000017,2026-02-26,2026-06-01,30 37 19 03 38 27,03 19 27 30 37 38,02,3,19,27,30,37,38,80257800,161748160,0,0,1,7626170
115000018,2026-03-02,2026-06-02,29 09 25 23 11 07,07 09 11 23 25 29,05,7,9,11,23,25,29,78980700,222447503,1,200000000,0,0
115000019,2026-03-05,2026-06-05,36 14 11 32 38 07,07 11 14 32 36 38,02,7,11,14,32,36,38,72675000,42565752,0,0,1,5423388
115000020,2026-03-09,2026-06-09,17 11 14 32 01 29,01 11 14 17 29 32,08,1,11,14,17,29,32,71605400,62271233,0,0,0,0
115000021,2026-03-12,2026-06-12,09 04 27 15 25 31,04 09 15 25 27 31,08,4,9,15,25,27,31,65652200,83445242,0,0,0,0
115000022,2026-03-16,2026-06-16,28 32 14 34 26 31,14 26 28 31 32 34,01,14,26,28,31,32,34,69727000,107468791,0,0,0,0
115000023,2026-03-19,2026-06-22,13 09 18 34 14 31,09 13 14 18 31 34,01,9,13,14,18,31,34,63063800,127342280,0,0,0,0
115000024,2026-03-23,2026-06-23,28 01 18 09 38 33,01 09 18 28 33 38,05,1,9,18,28,33,38,67418300,152532944,0,0,0,0
115000025,2026-03-26,2026-06-26,28 22 35 14 38 13,13 14 22 28 35 38,05,13,14,22,28,35,38,60802400,171345063,0,0,0,0
115000026,2026-03-30,2026-06-30,29 02 34 13 21 22,02 13 21 22 29 34,01,2,13,21,22,29,34,64174300,193068827,0,0,1,17486463
115000027,2026-04-02,2026-07-06,15 05 25 17 34 23,05 15 17 23 25 34,06,5,15,17,23,25,34,60377300,197577178,0,0,0,0
115000028,2026-04-06,2026-07-06,05 27 22 35 08 38,05 08 22 27 35 38,04,5,8,22,27,35,38,58547600,215982257,0,0,0,0
115000029,2026-04-09,2026-07-09,29 13 27 09 04 34,04 09 13 27 29 34,03,4,9,13,27,29,34,62334600,236754886,0,0,0,0
115000030,2026-04-13,2026-07-13,16 10 24 19 03 11,03 10 11 16 19 24,05,3,10,11,16,19,24,69108000,260906685,0,0,1,8755946
115000031,2026-04-16,2026-07-16,16 04 38 22 11 30,04 11 16 22 30 38,06,4,11,16,22,30,38,65958900,271490634,0,0,0,0
115000032,2026-04-20,2026-07-20,13 34 07 37 35 19,07 13 19 34 35 37,08,7,13,19,34,35,37,73790800,299393573,0,0,1,5316941
115000033,2026-04-23,2026-07-23,10 16 14 33 15 27,10 14 15 16 27 33,05,10,14,15,16,27,33,73952000,318905731,0,0,0,0
115000034,2026-04-27,2026-07-27,27 38 33 35 08 06,06 08 27 33 35 38,02,6,8,27,33,35,38,87103100,350606636,0,0,1,5809397
115000035,2026-04-30,2026-08-03,01 13 27 30 04 19,01 04 13 19 27 30,08,1,4,13,19,27,30,83520300,371171603,0,0,0,0
115000036,2026-05-04,2026-08-04,29 36 32 21 09 38,09 21 29 32 36 38,02,9,21,29,32,36,38,98126600,409134732,0,0,0,0
115000037,2026-05-07,2026-08-07,38 15 03 24 34 14,03 14 15 24 34 38,03,3,14,15,24,34,38,101822400,445654051,0,0,4,2598711
115000038,2026-05-11,2026-08-11,31 26 19 15 23 38,15 19 23 26 31 38,05,15,19,23,26,31,38,118308500,474408878,0,0,0,0
115000039,2026-05-14,2026-08-14,21 06 08 09 29 17,06 08 09 17 21 29,08,6,8,9,17,21,29,112634400,511495897,0,0,1,8458449
115000040,2026-05-18,2026-08-18,07 06 34 25 29 14,06 07 14 25 29 34,04,6,7,14,25,29,34,136966900,553107542,0,0,0,0
115000041,2026-05-21,2026-08-21,14 06 28 35 38 22,06 14 22 28 35 38,01,6,14,22,28,35,38,137601500,599548366,0,0,1,10159062
115000042,2026-05-25,2026-08-25,09 33 21 24 17 31,09 17 21 24 31 33,03,9,17,21,24,31,33,154707700,645061038,0,0,0,0
115000043,2026-05-28,2026-08-28,31 24 02 38 01 34,01 02 24 31 34 38,03,1,2,24,31,34,38,156666100,697769492,0,0,1,11863993
115000044,2026-06-01,2026-09-01,03 35 09 24 15 08,03 08 09 15 24 35,04,3,8,9,15,24,35,189245500,760047323,0,0,0,0
115000045,2026-06-04,2026-09-04,20 09 12 28 17 35,09 12 17 20 28 35,02,9,12,17,20,28,35,179846700,818517007,0,0,0,0
115000046,2026-06-08,2026-09-08,25 05 14 28 38 07,05 07 14 25 28 38,05,5,7,14,25,28,38,205128700,894143591,0,0,0,0
115000047,2026-06-11,2026-09-11,24 22 26 07 23 33,07 22 23 24 26 33,08,7,22,23,24,26,33,214828900,961052985,0,0,0,0
115000048,2026-06-15,2026-09-15,28 17 29 25 04 19,04 17 19 25 28 29,06,4,17,19,25,28,29,234029600,1045176264,0,0,2,18684646
115000049,2026-06-18,2026-09-21,02 23 09 08 15 18,02 08 09 15 18 23,04,2,8,9,15,18,23,276456100,1110364725,1,1038715450,7,1419610
115000050,2026-06-22,2026-09-22,18 24 21 13 19 11,11 13 18 19 21 24,07,11,13,18,19,21,24,68817800,37849790,0,0,0,0
115000051,2026-06-25,2026-09-29,32 06 28 20 25 10,06 10 20 25 28 32,01,6,10,20,25,28,32,51812300,51108554,0,0,0,0
115000052,2026-06-29,2026-09-29,16 33 05 06 09 15,05 06 09 15 16 33,05,5,6,9,15,16,33,55017800,70266343,0,0,0,0
115000053,2026-07-02,2026-10-02,11 13 22 02 21 35,02 11 13 21 22 35,03,2,11,13,21,22,35,52974600,86800672,0,0,0,0
115000054,2026-07-06,2026-10-06,12 30 15 31 04 24,04 12 15 24 30 31,01,4,12,15,24,30,31,54589600,105504851,0,0,0,0
115000055,2026-07-09,2026-10-12,29 37 10 24 22 35,10 22 24 29 35 37,06,10,22,24,29,35,37,52528700,123246535,0,0,1,12435083
115000056,2026-07-13,2026-10-13,32 35 29 24 38 11,11 24 29 32 35 38,06,11,24,29,32,35,38,48546800,127311891,0,0,0,0
115000057,2026-07-16,2026-10-16,34 25 17 36 29 23,17 23 25 29 34 36,07,17,23,25,29,34,36,50694600,145322920,0,0,0,0
115000058,2026-07-20,2026-10-20,31 13 06 12 29 23,06 12 13 23 29 31,02,6,12,13,23,29,31,52866900,163306614,0,0,0,0
115000059,2026-07-23,2026-10-23,31 21 10 13 08 29,08 10 13 21 29 31,07,8,10,13,21,29,31,50155800,179249603,0,0,0,0
115000060,2026-07-27,2026-10-27,28 19 22 31 35 33,19 22 28 31 33 35,07,19,22,28,31,33,35,50372000,196922902,0,0,0,0
115000061,2026-07-30,2026-10-30,08 21 23 17 19 14,08 14 17 19 21 23,07,8,14,17,19,21,23,50776400,215436222,0,0,1,11481047
115000062,2026-08-03,2026-11-03,04 15 26 22 36 34,04 15 22 26 34 36,07,4,15,22,26,34,36,55456500,224004349,0,0,0,0
115000063,2026-08-06,2026-11-06,07 02 26 33 20 08,02 07 08 20 26 33,04,2,7,8,20,26,33,56156600,244171978,0,0,0,0
115000064,2026-08-10,2026-11-10,11 28 36 31 25 30,11 25 28 30 31 36,03,11,25,28,30,31,36,59897500,265270702,0,0,0,0
115000065,2026-08-13,2026-11-13,01 04 10 19 07 03,01 03 04 07 10 19,06,1,3,4,7,10,19,61051500,286438226,0,0,0,0
115000066,2026-08-17,2026-11-17,19 11 18 35 05 38,05 11 18 19 35 38,08,5,11,18,19,35,38,65466300,309116790,0,0,0,0
115000067,2026-08-20,2026-11-20,02 11 29 09 01 35,01 02 09 11 29 35,02,1,2,9,11,29,35,61434300,327625054,0,0,0,0
115000068,2026-08-24,2026-11-24,23 06 26 07 36 09,06 07 09 23 26 36,07,6,7,9,23,26,36,63481700,348665788,0,0,1,15610044
115000069,2026-08-27,2026-11-27,11 36 24 09 07 02,02 07 09 11 24 36,01,2,7,9,11,24,36,71033600,358871223,0,0,0,0
115000070,2026-08-31,2026-11-30,19 37 04 32 08 12,04 08 12 19 32 37,02,4,8,12,19,32,37,76124300,384569487,0,0,0,0
115000071,2026-09-03,2026-12-03,33 01 06 07 19 30,01 06 07 19 30 33,08,1,6,7,19,30,33,70620900,406814081,0,0,0,0
115000072,2026-09-07,2026-12-07,29 14 17 35 07 22,07 14 17 22 29 35,02,7,14,17,22,29,35,88481800,441537270,1,410236736,2,5588616
115000073,2026-09-10,2026-12-10,08 38 18 29 17 33,08 17 18 29 33 38,02,8,17,18,29,33,38,53610000,212692268,1,200000000,0,0
115000074,2026-09-14,2026-12-14,12 10 29 36 14 16,10 12 14 16 29 36,08,10,12,14,16,29,36,54558300,32082633,0,0,0,0
