期別,開獎日期,兌獎截止日,第一區_開出順序,第一區_大小順序,第二區,第1球,第2球,第3球,第4球,第5球,第6球,銷售總金額,總獎金,頭獎中獎人數,頭獎單注獎金
114000190,2025-08-06,2025-11-06,06 10 38 24 28,06 10 24 28 38,,6,10,24,28,38,,37647400,13479300,0,0
114000191,2025-08-07,2025-11-07,30 37 10 28 20,10 20 28 30 37,,10,20,28,30,37,,36067850,33634450,0,0
114000192,2025-08-08,2025-11-10,11 30 27 25 34,11 25 27 30 34,,11,25,27,30,34,,36911750,17213150,0,0
114000193,2025-08-09,2025-11-10,01 09 27 30 29,01 09 27 29 30,,1,9,27,29,30,,38021100,9819550,0,0
114000194,2025-08-11,2025-11-11,22 28 14 26 01,01 14 22 26 28,,1,14,22,26,28,,39099100,33873650,0,0
114000195,2025-08-12,2025-11-12,09 30 17 01 25,01 09 17 25 30,,1,9,17,25,30,,34891000,16716150,0,0
114000196,2025-08-13,2025-11-13,34 23 11 32 26,11 23 26 32 34,,11,23,26,32,34,,32764350,17829150,0,0
114000197,2025-08-14,2025-11-14,14 12 10 31 35,10 12 14 31 35,,10,12,14,31,35,,34447350,18769400,0,0
114000198,2025-08-15,2025-11-17,16 18 05 01 26,01 05 16 18 26,,1,5,16,18,26,,35988900,25397300,0,0
114000199,2025-08-16,2025-11-17,15 22 24 18 31,15 18 22 24 31,,15,18,22,24,31,,37156600,9317500,0,0
114000200,2025-08-18,2025-11-18,12 09 29 18 27,09 12 18 27 29,,9,12,18,27,29,,37888300,28158650,0,0
114000201,2025-08-19,2025-11-19,07 18 35 31 06,06 07 18 31 35,,6,7,18,31,35,,33898950,7769900,0,0
114000202,2025-08-20,2025-11-20,18 15 39 31 29,15 18 29 31 39,,15,18,29,31,39,,35920950,7647600,0,0
114000203,2025-08-21,2025-11-21,16 27 33 29 28,16 27 28 29 33,,16,27,28,29,33,,33988100,15845100,0,0
114000204,2025-08-22,2025-11-24,06 21 37 07 38,06 07 21 37 38,,6,7,21,37,38,,34551150,10717650,0,0
114000205,2025-08-23,2025-11-24,04 39 05 27 08,04 05 08 27 39,,4,5,8,27,39,,36506200,12308000,0,0
114000206,2025-08-25,2025-11-25,26 06 23 15 12,06 12 15 23 26,,6,12,15,23,26,,37913100,11777750,0,0
114000207,2025-08-26,2025-11-26,39 02 24 05 38,02 05 24 38 39,,2,5,24,38,39,,32700800,8237300,0,0
114000208,2025-08-27,2025-11-27,32 05 28 03 30,03 05 28 30 32,,3,5,28,30,32,,36564000,33422650,0,0
114000209,2025-08-28,2025-11-28,05 29 21 23 07,05 07 21 23 29,,5,7,21,23,29,,33703600,33360450,0,0
114000210,2025-08-29,2025-12-01,21 20 30 38 07,07 20 21 30 38,,7,20,21,30,38,,35186750,8450350,0,0
114000211,2025-08-30,2025-12-01,14 07 13 04 05,04 05 07 13 14,,4,5,7,13,14,,36467450,26296850,0,0
114000212,2025-09-01,2025-12-01,28 35 29 24 21,21 24 28 29 35,,21,24,28,29,35,,37801050,7827150,0,0
114000213,2025-09-02,2025-12-02,25 05 08 10 23,05 08 10 23 25,,5,8,10,23,25,,33237650,36472650,0,0
114000214,2025-09-03,2025-12-03,23 14 20 15 21,14 15 20 21 23,,14,15,20,21,23,,36813900,8810350,0,0
114000215,2025-09-04,2025-12-04,06 27 34 07 24,06 07 24 27 34,,6,7,24,27,34,,33678400,35044000,0,0
114000216,2025-09-05,2025-12-08,29 32 09 38 07,07 09 29 32 38,,7,9,29,32,38,,35836600,9642850,0,0
114000217,2025-09-06,2025-12-08,08 31 28 14 25,08 14 25 28 31,,8,14,25,28,31,,37519400,35793850,0,0
114000218,2025-09-08,2025-12-08,07 11 28 20 38,07 11 20 28 38,,7,11,20,28,38,,38497500,27877500,0,0
114000219,2025-09-09,2025-12-09,23 26 20 08 25,08 20 23 25 26,,8,20,23,25,26,,34997800,17534700,0,0
114000220,2025-09-10,2025-12-10,16 14 12 39 28,12 14 16 28 39,,12,14,16,28,39,,37870150,17102850,0,0
114000221,2025-09-11,2025-12-11,18 28 36 06 26,06 18 26 28 36,,6,18,26,28,36,,34796950,25480050,0,0
114000222,2025-09-12,2025-12-15,09 34 26 16 12,09 12 16 26 34,,9,12,16,26,34,,35751700,26117650,0,0
114000223,2025-09-13,2025-12-15,25 36 32 35 02,02 25 32 35 36,,2,25,32,35,36,,37735750,16333900,0,0
114000224,2025-09-15,2025-12-15,10 07 12 09 28,07 09 10 12 28,,7,9,10,12,28,,38222550,38363300,0,0
114000225,2025-09-16,2025-12-16,02 19 09 21 33,02 09 19 21 33,,2,9,19,21,33,,34695950,25524300,0,0
114000226,2025-09-17,2025-12-17,07 04 38 06 12,04 06 07 12 38,,4,6,7,12,38,,36882250,28563450,0,0
114000227,2025-09-18,2025-12-18,12 14 33 23 05,05 12 14 23 33,,5,12,14,23,33,,33720100,25063250,0,0
114000228,2025-09-19,2025-12-22,02 31 11 24 22,02 11 22 24 31,,2,11,22,24,31,,34183000,10885550,0,0
114000229,2025-09-20,2025-12-22,11 08 13 22 05,05 08 11 13 22,,5,8,11,13,22,,37132750,28373550,0,0
114000230,2025-09-22,2025-12-22,09 12 14 33 07,07 09 12 14 33,,7,9,12,14,33,,37600400,44695097,0,0
114000231,2025-09-23,2025-12-23,06 20 37 33 19,06 19 20 33 37,,6,19,20,33,37,,31723350,7185750,0,0
114000232,2025-09-24,2025-12-24,39 22 35 04 23,04 22 23 35 39,,4,22,23,35,39,,36702850,25054800,0,0
114000233,2025-09-25,2025-12-26,32 28 13 02 10,02 10 13 28 32,,2,10,13,28,32,,33987250,17173200,0,0
114000234,2025-09-26,2025-12-29,14 34 07 03 25,03 07 14 25 34,,3,7,14,25,34,,35340300,28698000,0,0
114000235,2025-09-27,2025-12-29,13 11 03 28 37,03 11 13 28 37,,3,11,13,28,37,,36732600,16624000,0,0
114000236,2025-09-29,2025-12-29,37 29 15 03 21,03 15 21 29 37,,3,15,21,29,37,,36859550,16112450,0,0
114000237,2025-09-30,2025-12-31,14 21 28 33 20,14 20 21 28 33,,14,20,21,28,33,,34214700,24308700,0,0
114000238,2025-10-01,2026-01-02,12 27 03 22 05,03 05 12 22 27,,3,5,12,22,27,,37134850,12555850,0,0
114000239,2025-10-02,2026-01-02,19 39 10 36 25,10 19 25 36 39,,10,19,25,36,39,,34640600,8608550,0,0
114000240,2025-10-03,2026-01-06,10 16 21 28 19,10 16 19 21 28,,10,16,19,21,28,,36582650,32864900,0,0
114000241,2025-10-04,2026-01-06,10 03 04 39 18,03 04 10 18 39,,3,4,10,18,39,,38063300,9155000,0,0
114000242,2025-10-06,2026-01-06,05 06 03 13 12,03 05 06 12 13,,3,5,6,12,13,,40623650,20536100,0,0
114000243,2025-10-07,2026-01-07,28 34 16 01 20,01 16 20 28 34,,1,16,20,28,34,,35512250,8323650,0,0
114000244,2025-10-08,2026-01-08,09 26 39 38 03,03 09 26 38 39,,3,9,26,38,39,,38126400,12196850,0,0
114000245,2025-10-09,2026-01-12,02 12 04 15 29,02 04 12 15 29,,2,4,12,15,29,,36057200,26275500,0,0
114000246,2025-10-10,2026-01-12,31 03 36 06 24,03 06 24 31 36,,3,6,24,31,36,,35748450,17573150,0,0
114000247,2025-10-11,2026-01-12,09 19 22 04 34,04 09 19 22 34,,4,9,19,22,34,,37597200,25387950,0,0
114000248,2025-10-13,2026-01-13,36 13 08 14 22,08 13 14 22 36,,8,13,14,22,36,,39275900,35061350,0,0
114000249,2025-10-14,2026-01-14,04 18 09 24 05,04 05 09 18 24,,4,5,9,18,24,,35196800,10684750,0,0
114000250,2025-10-15,2026-01-15,39 33 07 19 04,04 07 19 33 39,,4,7,19,33,39,,37903200,8912300,0,0
114000251,2025-10-16,2026-01-16,37 18 21 30 04,04 18 21 30 37,,4,18,21,30,37,,34597200,7536350,0,0
114000252,2025-10-17,2026-01-19,31 01 34 21 32,01 21 31 32 34,,1,21,31,32,34,,35545200,15710850,0,0
114000253,2025-10-18,2026-01-19,17 02 35 38 32,02 17 32 35 38,,2,17,32,35,38,,36872700,28586650,0,0
114000254,2025-10-20,2026-01-20,22 06 27 23 13,06 13 22 23 27,,6,13,22,23,27,,34632750,10533200,0,0
114000255,2025-10-21,2026-01-21,13 30 38 37 22,13 22 30 37 38,,13,22,30,37,38,,31624300,6436100,0,0
114000256,2025-10-22,2026-01-22,03 20 04 28 25,03 04 20 25 28,,3,4,20,25,28,,34002850,13178250,0,0
114000257,2025-10-23,2026-01-26,08 37 15 27 38,08 15 27 37 38,,8,15,27,37,38,,33279150,16288850,0,0
114000258,2025-10-24,2026-01-26,37 13 38 08 11,08 11 13 37 38,,8,11,13,37,38,,33122450,8918150,0,0
114000259,2025-10-25,2026-01-26,04 34 03 21 11,03 04 11 21 34,,3,4,11,21,34,,35970000,34603900,0,0
114000260,2025-10-27,2026-01-27,26 37 31 03 20,03 20 26 31 37,,3,20,26,31,37,,37431200,24880900,0,0
114000261,2025-10-28,2026-01-28,31 20 18 25 29,18 20 25 29 31,,18,20,25,29,31,,32522550,6884700,0,0
114000262,2025-10-29,2026-01-29,39 36 33 26 32,26 32 33 36 39,,26,32,33,36,39,,36962050,9312450,0,0
114000263,2025-10-30,2026-01-30,05 31 27 28 37,05 27 28 31 37,,5,27,28,31,37,,33368700,8928450,0,0
114000264,2025-10-31,2026-02-02,18 11 26 25 33,11 18 25 26 33,,11,18,25,26,33,,35884900,33473350,0,0
114000265,2025-11-01,2026-02-02,27 08 28 19 12,08 12 19 27 28,,8,12,19,27,28,,37560100,29366650,0,0
114000266,2025-11-03,2026-02-03,24 36 25 34 37,24 25 34 36 37,,24,25,34,36,37,,37880650,33780700,0,0
114000267,2025-11-04,2026-02-04,07 01 12 29 39,01 07 12 29 39,,1,7,12,29,39,,34298700,10124300,0,0
114000268,2025-11-05,2026-02-05,27 15 11 39 14,11 14 15 27 39,,11,14,15,27,39,,37695700,16989500,0,0
114000269,2025-11-06,2026-02-06,28 07 24 32 31,07 24 28 31 32,,7,24,28,31,32,,34862750,23909200,0,0
114000270,2025-11-07,2026-02-09,37 27 30 22 32,22 27 30 32 37,,22,27,30,32,37,,36594600,8157900,0,0
114000271,2025-11-08,2026-02-09,34 07 08 26 09,07 08 09 26 34,,7,8,9,26,34,,37328500,12332650,0,0
114000272,2025-11-10,2026-02-10,30 17 14 07 15,07 14 15 17 30,,7,14,15,17,30,,36977300,33213800,0,0
114000273,2025-11-11,2026-02-11,31 05 19 34 39,05 19 31 34 39,,5,19,31,34,39,,33633750,23530500,0,0
114000274,2025-11-12,2026-02-12,04 01 14 22 09,01 04 09 14 22,,1,4,9,14,22,,35705200,17757850,0,0
114000275,2025-11-13,2026-02-13,36 18 20 23 13,13 18 20 23 36,,13,18,20,23,36,,33590050,28167150,0,0
114000276,2025-11-14,2026-02-23,11 38 37 15 02,02 11 15 37 38,,2,11,15,37,38,,38764650,12201550,0,0
114000277,2025-11-15,2026-02-23,20 29 12 28 25,12 20 25 28 29,,12,20,25,28,29,,39964200,36925400,0,0
114000278,2025-11-17,2026-02-23,16 26 29 07 04,04 07 16 26 29,,4,7,16,26,29,,40484400,19512150,0,0
114000279,2025-11-18,2026-02-23,37 14 31 24 36,14 24 31 36 37,,14,24,31,36,37,,35233350,25246850,0,0
114000280,2025-11-19,2026-02-23,28 20 11 31 03,03 11 20 28 31,,3,11,20,28,31,,39251000,26931750,0,0
114000281,2025-11-20,2026-02-23,33 36 05 38 01,01 05 33 36 38,,1,5,33,36,38,,36864950,17563050,0,0
114000282,2025-11-21,2026-02-23,05 35 28 17 10,05 10 17 28 35,,5,10,17,28,35,,37611700,20106500,0,0
114000283,2025-11-22,2026-02-23,37 10 33 13 32,10 13 32 33 37,,10,13,32,33,37,,40177800,17133700,0,0
114000284,2025-11-24,2026-02-24,02 04 05 17 31,02 04 05 17 31,,2,4,5,17,31,,41626200,17940300,0,0
114000285,2025-11-25,2026-02-25,38 39 30 36 09,09 30 36 38 39,,9,30,36,38,39,,36284350,18454900,0,0
114000286,2025-11-26,2026-02-26,34 28 26 07 13,07 13 26 28 34,,7,13,26,28,34,,39610450,38836400,0,0
114000287,2025-11-27,2026-03-02,22 19 07 25 28,07 19 22 25 28,,7,19,22,25,28,,36051450,25290700,0,0
114000288,2025-11-28,2026-03-02,14 08 22 13 28,08 13 14 22 28,,8,13,14,22,28,,37404300,18559250,0,0
114000289,2025-11-29,2026-03-02,08 27 30 36 33,08 27 30 33 36,,8,27,30,33,36,,39963500,26114000,0,0
114000290,2025-12-01,2026-03-02,20 02 03 24 04,02 03 04 20 24,,2,3,4,20,24,,41495650,20357700,0,0
114000291,2025-12-02,2026-03-02,05 13 29 08 02,02 05 08 13 29,,2,5,8,13,29,,36555400,10971400,0,0
114000292,2025-12-03,2026-03-03,09 35 05 33 14,05 09 14 33 35,,5,9,14,33,35,,39166500,26631150,0,0
114000293,2025-12-04,2026-03-04,07 25 37 20 01,01 07 20 25 37,,1,7,20,25,37,,36601700,9980600,0,0
114000294,2025-12-05,2026-03-09,29 16 17 02 03,02 03 16 17 29,,2,3,16,17,29,,37895550,32653150,0,0
114000295,2025-12-06,2026-03-09,24 06 32 23 22,06 22 23 24 32,,6,22,23,24,32,,40190600,13654550,0,0
114000296,2025-12-08,2026-03-09,27 23 05 31 28,05 23 27 28 31,,5,23,27,28,31,,42175600,36979000,0,0
114000297,2025-12-09,2026-03-09,39 15 07 08 30,07 08 15 30 39,,7,8,15,30,39,,37076200,19394050,0,0
114000298,2025-12-10,2026-03-10,04 11 07 26 16,04 07 11 16 26,,4,7,11,16,26,,42001050,37179150,0,0
114000299,2025-12-11,2026-03-11,02 25 17 26 06,02 06 17 25 26,,2,6,17,25,26,,38481450,18236900,0,0
114000300,2025-12-12,2026-03-16,26 24 35 10 28,10 24 26 28 35,,10,24,26,28,35,,38548350,9955850,0,0
114000301,2025-12-13,2026-03-16,21 09 31 38 02,02 09 21 31 38,,2,9,21,31,38,,39218200,11064700,0,0
114000302,2025-12-15,2026-03-16,03 27 29 17 38,03 17 27 29 38,,3,17,27,29,38,,41253100,26701050,0,0
114000303,2025-12-16,2026-03-16,02 33 10 35 14,02 10 14 33 35,,2,10,14,33,35,,36857950,8093700,0,0
114000304,2025-12-17,2026-03-17,32 06 07 19 05,05 06 07 19 32,,5,6,7,19,32,,40331450,21652050,0,0
114000305,2025-12-18,2026-03-18,36 32 04 33 09,04 09 32 33 36,,4,9,32,33,36,,37567550,8760750,0,0
114000306,2025-12-19,2026-03-23,27 30 16 12 23,12 16 23 27 30,,12,16,23,27,30,,37843450,11914800,0,0
114000307,2025-12-20,2026-03-23,38 05 35 01 16,01 05 16 35 38,,1,5,16,35,38,,39446450,17833700,0,0
114000308,2025-12-22,2026-03-23,27 02 22 24 38,02 22 24 27 38,,2,22,24,27,38,,43266400,11203700,0,0
114000309,2025-12-23,2026-03-23,30 09 24 22 35,09 22 24 30 35,,9,22,24,30,35,,38186950,24699750,0,0
114000310,2025-12-24,2026-03-25,14 30 02 25 03,02 03 14 25 30,,2,3,14,25,30,,40496950,9855200,0,0
114000311,2025-12-25,2026-03-25,14 18 28 36 39,14 18 28 36 39,,14,18,28,36,39,,34665350,8752500,0,0
114000312,2025-12-26,2026-03-30,01 20 27 36 10,01 10 20 27 36,,1,10,20,27,36,,35874650,17590550,0,0
114000313,2025-12-27,2026-03-30,38 28 01 15 19,01 15 19 28 38,,1,15,19,28,38,,38387550,9564350,0,0
114000314,2025-12-29,2026-03-30,29 13 10 37 05,05 10 13 29 37,,5,10,13,29,37,,40914100,40006650,0,0
114000315,2025-12-30,2026-03-30,12 27 24 33 11,11 12 24 27 33,,11,12,24,27,33,,36326150,11620500,0,0
114000316,2025-12-31,2026-04-01,08 11 35 10 26,08 10 11 26 35,,8,10,11,26,35,,42771800,28459650,0,0
115000024,2026-01-28,2026-04-28,10 24 23 11 29,10 11 23 24 29,,10,11,23,24,29,,40813800,36469250,0,0
115000025,2026-01-29,2026-04-29,37 11 36 06 28,06 11 28 36 37,,6,11,28,36,37,,39544350,9799100,0,0
115000026,2026-01-30,2026-05-04,16 29 36 30 17,16 17 29 30 36,,16,17,29,30,36,,39535650,17056500,0,0
115000027,2026-01-31,2026-05-04,21 32 05 12 16,05 12 16 21 32,,5,12,16,21,32,,40841700,10169450,0,0
115000028,2026-02-02,2026-05-04,38 08 06 31 37,06 08 31 37 38,,6,8,31,37,38,,46145350,19681950,0,0
115000029,2026-02-03,2026-05-04,05 23 11 15 03,03 05 11 15 23,,3,5,11,15,23,,40581950,40137900,0,0
115000030,2026-02-04,2026-05-04,17 08 28 22 27,08 17 22 27 28,,8,17,22,27,28,,45847900,14235600,0,0
115000031,2026-02-05,2026-05-05,08 09 35 32 13,08 09 13 32 35,,8,9,13,32,35,,43727300,35560950,0,0
115000032,2026-02-06,2026-05-08,01 32 06 34 29,01 06 29 32 34,,1,6,29,32,34,,41727850,9920150,0,0
115000033,2026-02-07,2026-05-08,27 08 22 03 32,03 08 22 27 32,,3,8,22,27,32,,43953350,19232400,0,0
115000034,2026-02-09,2026-05-11,35 31 21 25 16,16 21 25 31 35,,16,21,25,31,35,,51106200,36384900,0,0
115000035,2026-02-10,2026-05-11,36 11 17 10 22,10 11 17 22 36,,10,11,17,22,36,,42184250,20491250,0,0
115000036,2026-02-11,2026-05-11,29 33 11 15 18,11 15 18 29 33,,11,15,18,29,33,,46635700,29117150,0,0
115000037,2026-02-12,2026-05-12,12 01 35 37 21,01 12 21 35 37,,1,12,21,35,37,,58129000,45468900,0,0
115000038,2026-02-13,2026-05-22,31 34 04 28 33,04 28 31 33 34,,4,28,31,33,34,,58293700,34025250,0,0
115000039,2026-02-14,2026-05-22,03 36 13 31 01,01 03 13 31 36,,1,3,13,31,36,,58735300,36695950,0,0
115000040,2026-02-15,2026-05-22,22 13 18 11 34,11 13 18 22 34,,11,13,18,22,34,,53953450,14151750,0,0
115000041,2026-02-16,2026-05-22,34 18 05 15 07,05 07 15 18 34,,5,7,15,18,34,,68107450,37126750,0,0
115000042,2026-02-17,2026-05-22,21 08 11 06 20,06 08 11 20 21,,6,8,11,20,21,,75479650,42972950,0,0
115000043,2026-02-18,2026-05-22,12 10 08 33 32,08 10 12 32 33,,8,10,12,32,33,,74832100,51058500,0,0
115000044,2026-02-19,2026-05-22,15 19 25 08 27,08 15 19 25 27,,8,15,19,25,27,,72896600,29415050,0,0
115000045,2026-02-20,2026-05-22,23 27 22 11 04,04 11 22 23 27,,4,11,22,23,27,,75361250,33674450,0,0
115000046,2026-02-21,2026-05-22,08 20 01 25 19,01 08 19 20 25,,1,8,19,20,25,,75055250,49896700,0,0
115000047,2026-02-22,2026-05-22,13 16 08 24 25,08 13 16 24 25,,8,13,16,24,25,,63074900,16349600,0,0
115000048,2026-02-23,2026-05-25,03 36 10 12 27,03 10 12 27 36,,3,10,12,27,36,,62761250,48078350,0,0
115000049,2026-02-24,2026-05-25,32 23 16 25 36,16 23 25 32 36,,16,23,25,32,36,,60982200,24682300,0,0
115000050,2026-02-25,2026-05-25,28 35 22 36 05,05 22 28 35 36,,5,22,28,35,36,,60288200,46480200,0,0
115000051,2026-02-26,2026-06-01,39 06 03 09 31,03 06 09 31 39,,3,6,9,31,39,,57747650,28758900,0,0
115000052,2026-02-27,2026-06-01,22 39 01 37 23,01 22 23 37 39,,1,22,23,37,39,,56458000,43698000,0,0
115000053,2026-02-28,2026-06-01,27 04 26 02 13,02 04 13 26 27,,2,4,13,26,27,,54422450,47837900,0,0
115000054,2026-03-01,2026-06-01,15 08 31 02 29,02 08 15 29 31,,2,8,15,29,31,,47866050,43140250,0,0
115000055,2026-03-02,2026-06-02,21 27 03 20 12,03 12 20 21 27,,3,12,20,21,27,,56219550,38115550,0,0
115000056,2026-03-03,2026-06-03,32 21 19 35 02,02 19 21 32 35,,2,19,21,32,35,,63167550,24408950,0,0
115000057,2026-03-04,2026-06-04,16 12 04 08 17,04 08 12 16 17,,4,8,12,16,17,,45436900,30224350,0,0
115000058,2026-03-05,2026-06-05,36 12 04 01 08,01 04 08 12 36,,1,4,8,12,36,,43087600,11715550,0,0
115000059,2026-03-06,2026-06-08,34 32 24 29 19,19 24 29 32 34,,19,24,29,32,34,,43006850,16938750,0,0
115000060,2026-03-07,2026-06-08,36 15 34 18 17,15 17 18 34 36,,15,17,18,34,36,,45136350,10344400,0,0
115000061,2026-03-09,2026-06-09,32 38 12 07 15,07 12 15 32 38,,7,12,15,32,38,,46860900,11713450,0,0
115000062,2026-03-10,2026-06-10,11 17 14 32 12,11 12 14 17 32,,11,12,14,17,32,,39034550,19610400,0,0
115000063,2026-03-11,2026-06-11,15 05 37 38 26,05 15 26 37 38,,5,15,26,37,38,,45962650,28188350,0,0
115000064,2026-03-12,2026-06-12,07 35 05 04 23,04 05 07 23 35,,4,5,7,23,35,,40955150,11259550,0,0
115000065,2026-03-13,2026-06-15,15 02 12 05 11,02 05 11 12 15,,2,5,11,12,15,,41652750,37499850,0,0
115000066,2026-03-14,2026-06-15,18 08 10 34 20,08 10 18 20 34,,8,10,18,20,34,,44241650,14978900,0,0
115000067,2026-03-16,2026-06-16,34 19 17 21 29,17 19 21 29 34,,17,19,21,29,34,,47529750,20368400,0,0
115000068,2026-03-17,2026-06-17,27 19 22 11 13,11 13 19 22 27,,11,13,19,22,27,,39643050,27604700,0,0
115000069,2026-03-18,2026-06-18,21 32 22 31 35,21 22 31 32 35,,21,22,31,32,35,,43761450,26067050,0,0
115000070,2026-03-19,2026-06-22,23 05 25 30 37,05 23 25 30 37,,5,23,25,30,37,,39520050,20386650,0,0
115000071,2026-03-20,2026-06-22,11 33 15 03 39,03 11 15 33 39,,3,11,15,33,39,,44138200,39882550,0,0
115000072,2026-03-21,2026-06-22,19 07 15 22 14,07 14 15 19 22,,7,14,15,19,22,,42802950,10715800,0,0
115000073,2026-03-23,2026-06-23,29 12 07 35 24,07 12 24 29 35,,7,12,24,29,35,,44174650,29019100,0,0
115000074,2026-03-24,2026-06-24,36 29 10 20 28,10 20 28 29 36,,10,20,28,29,36,,38335100,25942650,0,0
115000075,2026-03-25,2026-06-25,31 13 36 33 03,03 13 31 33 36,,3,13,31,33,36,,41241100,28224650,0,0
115000076,2026-03-26,2026-06-26,14 24 37 17 20,14 17 20 24 37,,14,17,20,24,37,,38028450,9014000,0,0
115000077,2026-03-27,2026-06-29,08 34 35 18 24,08 18 24 34 35,,8,18,24,34,35,,37491400,33568200,0,0
115000078,2026-03-28,2026-06-29,16 17 11 09 06,06 09 11 16 17,,6,9,11,16,17,,40508400,15331450,0,0
115000079,2026-03-30,2026-06-30,08 06 22 32 20,06 08 20 22 32,,6,8,20,22,32,,43179800,11029900,0,0
115000080,2026-03-31,2026-06-30,23 16 35 39 09,09 16 23 35 39,,9,16,23,35,39,,37387550,25831250,0,0
115000081,2026-04-01,2026-07-01,03 23 13 11 10,03 10 11 13 23,,3,10,11,13,23,,40032550,36596250,0,0
115000082,2026-04-02,2026-07-06,18 13 09 01 21,01 09 13 18 21,,1,9,13,18,21,,39237900,17391000,0,0
115000083,2026-04-03,2026-07-06,08 06 25 35 09,06 08 09 25 35,,6,8,9,25,35,,36430600,10161550,0,0
115000084,2026-04-04,2026-07-06,04 25 36 17 31,04 17 25 31 36,,4,17,25,31,36,,35272850,10134000,0,0
115000085,2026-04-06,2026-07-06,34 11 31 17 07,07 11 17 31 34,,7,11,17,31,34,,40001250,26953050,0,0
115000086,2026-04-07,2026-07-07,21 04 27 29 08,04 08 21 27 29,,4,8,21,27,29,,33474400,9944050,0,0
115000087,2026-04-08,2026-07-08,29 05 02 04 06,02 04 05 06 29,,2,4,5,6,29,,41089700,18881150,0,0
115000088,2026-04-09,2026-07-09,38 02 15 31 25,02 15 25 31 38,,2,15,25,31,38,,37334550,16724750,0,0
115000089,2026-04-10,2026-07-13,09 30 25 21 27,09 21 25 27 30,,9,21,25,27,30,,38634250,16932250,0,0
115000090,2026-04-11,2026-07-13,24 31 17 12 07,07 12 17 24 31,,7,12,17,24,31,,40170300,21711200,0,0
115000091,2026-04-13,2026-07-13,38 18 37 31 30,18 30 31 37 38,,18,30,31,37,38,,42377450,16854550,0,0
115000092,2026-04-14,2026-07-14,33 27 14 29 09,09 14 27 29 33,,9,14,27,29,33,,36235700,26846050,0,0
115000093,2026-04-15,2026-07-15,30 02 11 29 09,02 09 11 29 30,,2,9,11,29,30,,39045350,10697750,0,0
115000094,2026-04-16,2026-07-16,21 12 30 08 06,06 08 12 21 30,,6,8,12,21,30,,35989900,36711600,0,0
115000095,2026-04-17,2026-07-20,07 26 02 01 16,01 02 07 16 26,,1,2,7,16,26,,37991400,10512850,0,0
115000096,2026-04-18,2026-07-20,29 07 25 26 31,07 25 26 29 31,,7,25,26,29,31,,39537350,34220900,0,0
115000097,2026-04-20,2026-07-20,03 05 20 04 36,03 04 05 20 36,,3,4,5,20,36,,41539450,40344450,0,0
115000098,2026-04-21,2026-07-21,14 28 26 01 06,01 06 14 26 28,,1,6,14,26,28,,36285400,17065650,0,0
115000099,2026-04-22,2026-07-22,07 38 24 39 05,05 07 24 38 39,,5,7,24,38,39,,39257000,11678400,0,0
115000100,2026-04-23,2026-07-23,10 17 35 25 02,02 10 17 25 35,,2,10,17,25,35,,34703050,18714400,0,0
115000101,2026-04-24,2026-07-27,16 21 25 34 29,16 21 25 29 34,,16,21,25,29,34,,34303900,8960100,0,0
115000102,2026-04-25,2026-07-27,03 20 22 33 21,03 20 21 22 33,,3,20,21,22,33,,37852850,18155100,0,0
115000103,2026-04-27,2026-07-27,23 20 18 27 08,08 18 20 23 27,,8,18,20,23,27,,41444050,24335400,0,0
115000104,2026-04-28,2026-07-28,21 38 07 35 08,07 08 21 35 38,,7,8,21,35,38,,36455600,9618100,0,0
115000105,2026-04-29,2026-07-29,32 06 36 02 22,02 06 22 32 36,,2,6,22,32,36,,37516400,19476850,0,0
115000106,2026-04-30,2026-08-03,15 31 30 06 27,06 15 27 30 31,,6,15,27,30,31,,35425850,8678550,0,0
115000107,2026-05-01,2026-08-03,16 03 02 20 14,02 03 14 16 20,,2,3,14,16,20,,37001250,25295000,0,0
115000108,2026-05-02,2026-08-03,09 08 38 25 17,08 09 17 25 38,,8,9,17,25,38,,38674850,41921200,0,0
115000109,2026-05-04,2026-08-04,08 26 39 36 22,08 22 26 36 39,,8,22,26,36,39,,39961600,33295200,0,0
115000110,2026-05-05,2026-08-05,16 37 08 24 27,08 16 24 27 37,,8,16,24,27,37,,32307200,17836200,0,0
115000111,2026-05-06,2026-08-06,10 11 39 34 04,04 10 11 34 39,,4,10,11,34,39,,40277850,28513100,0,0
115000112,2026-05-07,2026-08-07,01 36 25 18 06,01 06 18 25 36,,1,6,18,25,36,,37192550,35111600,0,0
115000113,2026-05-08,2026-08-10,28 26 19 23 18,18 19 23 26 28,,18,19,23,26,28,,37745100,19831950,0,0
115000114,2026-05-09,2026-08-10,25 18 21 22 11,11 18 21 22 25,,11,18,21,22,25,,40104650,10226900,0,0
115000115,2026-05-11,2026-08-11,37 21 13 36 02,02 13 21 36 37,,2,13,21,36,37,,42308100,9583350,0,0
115000116,2026-05-12,2026-08-12,01 04 22 12 26,01 04 12 22 26,,1,4,12,22,26,,36279500,26896850,0,0
115000117,2026-05-13,2026-08-13,23 07 02 06 09,02 06 07 09 23,,2,6,7,9,23,,36790400,19371950,0,0
115000118,2026-05-14,2026-08-14,08 39 18 28 35,08 18 28 35 39,,8,18,28,35,39,,34588400,26379800,0,0
115000119,2026-05-15,2026-08-17,23 01 13 36 25,01 13 23 25 36,,1,13,23,25,36,,37059400,33784350,0,0
115000120,2026-05-16,2026-08-17,11 33 32 02 28,02 11 28 32 33,,2,11,28,32,33,,38615150,9815250,0,0
